movie_name,genre,genre_count,is_sequel,is_adaptation,is_franchise,rating,runtime_minutes,director_has_hit,star_power,budget_tier,is_domestic,distributor,release_year,release_month,release_week,release_season,holiday_type,holiday_week,competition_index,is_covid_period,total_audience,log_total_audience
Cici Babam,Komedi,1,0,0,0,2,104.0,1,3,1,1,CGV Mars,2018,4,16,Spring,23_nisan,1,7,0,440458,12.99557037361513
Özgürlüğün Elli Tonu,"Dram, Romantik",2,0,1,1,4,105.0,1,2,3,0,UIP,2018,2,6,Winter,none,0,9,0,426029,12.962262698051871
Maşa ile Koca Ayı 2: Sonsuz Arkadaşlık,Animasyon,1,1,1,1,0,69.0,1,1,1,0,CGV Mars,2018,4,16,Spring,23_nisan,1,7,0,418440,12.944288789457698
Gökdelen,Aksiyon,1,0,0,0,3,102.0,1,3,3,0,UIP,2018,7,28,Summer,15_temmuz,1,7,0,414227,12.934169411719644
Aquaman,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,2,144.0,1,3,4,0,WB,2018,12,52,Winter,yilbasi,1,8,0,1100819,13.91156500618668
Grinç,"Animasyon, 3 Boyutlu",2,0,1,1,0,90.0,1,2,2,0,UIP,2018,11,47,Fall,none,0,8,0,372923,12.829127242999103
Facia Üçlü,Komedi,1,0,0,0,0,99.0,1,3,1,1,TME,2018,8,34,Summer,kurban_bayrami,1,8,0,361018,12.79668309756782
Kral Şakir Oyun Zamanı,Animasyon,1,0,1,1,1,88.0,1,1,0,1,CGV Mars,2018,5,19,Spring,none,0,4,0,346964,12.756976307149271
Üç Harfliler: Beddua,Korku,1,0,0,1,0,90.0,1,0,0,1,TME,2018,6,24,Summer,ramazan_bayrami,1,6,0,339737,12.735927067852334
Rampage: Büyük Yıkım,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,1,0,3,107.0,1,3,3,0,WB,2018,4,15,Spring,none,0,7,0,327476,12.699170048929409
Tomb Raider,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,3,118.0,1,2,3,0,WB,2018,3,11,Spring,none,0,11,0,317387,12.667877128453677
Görevimiz Tatil,"Komedi, Aile",2,0,0,0,2,102.0,0,3,1,1,UIP,2018,2,8,Winter,none,0,9,0,315086,12.660600896418735
Ölümcül Makineler,"Macera, Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",6,0,1,0,3,128.0,0,1,3,0,UIP,2018,12,49,Winter,none,0,8,0,314951,12.660172350152196
Jumanji: Vahşi Orman,"Macera, Aile, Fantastik",3,0,1,1,2,119.0,1,3,3,0,WB,2018,12,52,Winter,yilbasi,1,8,0,313443,12.655372804342363
Göktaşı,Komedi,1,0,0,0,2,103.0,0,2,1,1,CGV Mars,2018,9,39,Fall,none,0,7,0,312207,12.651421708336771
Ocean's 8,Suç,1,1,1,1,2,110.0,1,3,2,0,WB,2018,6,24,Summer,ramazan_bayrami,1,6,0,310338,12.645417305072016
Börü,"Dram, Savaş, Aksiyon",3,0,1,1,2,126.0,1,1,1,1,CGV Mars,2018,12,52,Winter,yilbasi,1,8,0,575959,13.263791756589017
Can Feda,"Dram, Savaş",2,0,0,0,2,109.0,0,3,1,1,UIP,2018,4,14,Spring,none,0,7,0,293604,12.589987199607894
Bizi Hatırla,Dram,1,0,0,0,2,120.0,1,2,1,1,CJ ENM,2018,11,47,Fall,none,0,8,0,294689,12.593675841934816
Bumblebee,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,2,110.0,1,2,3,0,UIP,2018,12,51,Winter,none,0,8,0,347596,12.7587961648273
4N1K 2,"Romantik-Komedi, Gençlik",2,1,1,1,0,100.0,1,1,0,1,CGV Mars,2018,5,18,Spring,1_mayis,1,4,0,267847,12.498171200947708
İlk Arınma Gecesi,"Korku, Aksiyon",2,0,0,1,0,98.0,0,0,2,0,UIP,2018,7,29,Summer,none,0,7,0,265484,12.48930985419472
Bücür,"Komedi, Aile",2,0,0,0,2,93.0,0,0,0,1,CJ ENM,2018,9,38,Fall,none,0,7,0,259721,12.467363256915334
Dehşetin Yüzü,Korku,1,0,1,1,0,96.0,0,1,2,0,WB,2018,9,38,Fall,none,0,7,0,245363,12.41049402564524
Ahlat Ağacı,Dram,1,0,0,0,2,188.0,1,1,1,1,CGV Mars,2018,6,22,Summer,none,0,6,0,246766,12.416195798151977
Ruhlar Bölgesi: Son Anahtar,"Korku, Gerilim",2,0,0,1,0,103.0,1,1,1,0,WB,2018,1,2,Winter,none,0,7,0,234025,12.363183226239943
Pasifik Savaşı: İsyan,"Bilim-Kurgu, Aksiyon, 3 Boyutlu",3,0,0,1,0,111.0,0,2,3,0,UIP,2018,3,12,Spring,none,0,11,0,230319,12.34722058349129
Küçük Ayak,"Animasyon, 3 Boyutlu",2,0,1,0,0,96.0,1,2,2,0,WB,2018,9,39,Fall,none,0,7,0,225617,12.326594150376954
Oflu Hoca Trakya'da,Komedi,1,0,0,1,0,90.0,1,2,1,1,UIP,2018,4,15,Spring,none,0,7,0,212285,12.265684990461317
İstanbul Muhafızları: Ab-ı Hayat Çeşmesi,"Macera, Animasyon, Aile",3,0,1,1,0,90.0,0,1,0,1,CGV Mars,2018,10,40,Fall,none,0,6,0,212246,12.265501258295188
Direniş Karatay,"Dram, Savaş",2,0,1,0,2,118.0,0,2,1,1,CGV Mars,2018,3,10,Spring,none,0,11,0,203383,12.222846179949288
Sessiz Bir Yer,"Korku, Gerilim, Dram",3,0,0,0,0,90.0,0,2,2,0,UIP,2018,4,15,Spring,none,0,7,0,203349,12.222678993693576
Alfa Kurt,"Gerilim, Dram, Aksiyon, 3 Boyutlu, IMAX",5,0,0,0,2,96.0,1,1,3,0,WB,2018,9,36,Fall,none,0,7,0,198586,12.198977534654247
Adalet 2,"Gerilim, Suç, Aksiyon, IMAX",4,1,1,1,0,121.0,1,3,3,0,WB,2018,8,34,Summer,kurban_bayrami,1,8,0,196047,12.186109705384576
Kızıl Serçe,Gerilim,1,0,1,0,4,140.0,1,3,2,0,TME,2018,3,9,Spring,none,0,11,0,195023,12.18087277930843
Cüce Dedektif Şerlok,Animasyon,1,0,1,1,0,86.0,1,2,2,0,UIP,2018,6,22,Summer,none,0,6,0,190352,12.156630268716308
Cumali Ceber 2,Komedi,1,1,0,1,1,104.0,1,1,0,1,ChF,2018,6,23,Summer,none,0,6,0,188668,12.147744135630049
Eski Köye Yeni Adet,Komedi,1,0,0,0,2,102.0,0,1,0,1,CGV Mars,2018,7,29,Summer,none,0,7,0,182830,12.116312038322553
Başlat Ready Player One,"Bilim-Kurgu, 3 Boyutlu, IMAX",3,0,1,0,2,140.0,1,2,4,0,WB,2018,3,13,Spring,none,0,11,0,181482,12.1089117542153
Düğüm Salonu,Komedi,1,0,0,0,3,97.0,1,2,1,1,CGV Mars,2018,3,11,Spring,none,0,11,0,177170,12.084865002594483
Örümcek-Adam: Örümcek Evreninde,"Animasyon, 3 Boyutlu",2,0,1,1,2,117.0,0,2,3,0,WB,2018,12,50,Winter,none,0,8,0,177565,12.08709201804688
İyi Oyun,"Gençlik, espor",2,0,0,0,2,115.0,0,1,1,1,CGV Mars,2018,11,44,Fall,none,0,8,0,171365,12.051551063593898
Karanlık Zihinler,"Gerilim, Bilim-Kurgu",2,0,1,0,3,105.0,1,1,2,0,TME,2018,8,31,Summer,none,0,8,0,171953,12.054976462640465
Tavşan Peter,"Macera, Komedi, Animasyon",3,0,1,0,2,95.0,1,2,2,0,WB,2018,2,8,Winter,none,0,9,0,165986,12.019658726432688
Predator,"Bilim-Kurgu, Aksiyon",2,0,0,1,0,101.0,1,2,3,0,TME,2018,9,37,Fall,none,0,7,0,153890,11.943993340457896
Bırakma Beni,Dram,1,0,0,0,0,96.0,0,0,0,1,CGV Mars,2018,9,38,Fall,none,0,7,0,151547,11.928651086842969
Han Solo: Bir Star Wars Hikayesi,"Macera, Bilim-Kurgu, IMAX",3,0,1,1,2,135.0,1,3,4,0,UIP,2018,5,21,Spring,none,0,4,0,146669,11.895933626190695
Upgrade,"Korku, Bilim-Kurgu, Aksiyon",3,0,0,0,0,100.0,1,1,1,0,UIP,2018,8,35,Summer,30_agustos,1,8,0,137788,11.833471551041182
Kelebekler,"Komedi, Dram",2,0,0,0,3,117.0,1,2,0,1,ChF,2018,3,13,Spring,none,0,11,0,134682,11.8106717231796
Fındık İşi 2,"Animasyon, 3 Boyutlu",2,1,0,1,0,91.0,1,2,2,0,CGV Mars,2018,4,14,Spring,none,0,7,0,143142,11.871592423529751
Her Şey Seninle Güzel,Romantik-Komedi,1,0,0,0,2,108.0,0,2,1,1,CGV Mars,2018,11,46,Fall,none,0,8,0,129611,11.772292935841712
Arı Maya 2: Bal Oyunları,Animasyon,1,1,1,1,0,85.0,1,1,1,0,UIP,2018,9,36,Fall,none,0,7,0,126617,11.74892206087793
Genç Titanlar Filmi,"Komedi, Animasyon, Müzikal, Aksiyon",4,0,1,1,2,84.0,0,2,2,0,WB,2018,8,31,Summer,none,0,8,0,122504,11.715898961495045
Ayı Kardeşler: Fantastik Dünyalar,"Macera, Animasyon, 3 Boyutlu",3,0,1,1,1,84.0,1,0,2,0,Bir Film,2018,1,4,Winter,none,0,7,0,121528,11.7078999678875
Kaçış Planı 2: Hades,"Gerilim, Aksiyon",2,1,0,1,3,96.0,0,2,2,0,CGV Mars,2018,6,26,Summer,none,0,6,0,120715,11.701187674426254
Kabir Azabı,Korku,1,0,0,0,4,93.0,0,0,0,1,WB,2018,7,30,Summer,none,0,7,0,120138,11.696396361020703
Ay'da İlk İnsan,"Dram, Biyografi",2,0,1,0,2,138.0,1,3,3,0,UIP,2018,10,42,Fall,none,0,6,0,119356,11.689865902811702
Doğruluk mu Cesaret mi?,"Korku, Gerilim",2,0,0,0,0,100.0,1,1,1,0,UIP,2018,5,18,Spring,1_mayis,1,4,0,118995,11.686836754404212
Puloi: Asla Yalnız Uçmayacaksın,Animasyon,1,0,0,0,0,80.0,0,0,1,0,Bir Film,2018,3,9,Spring,none,0,11,0,112144,11.627539038740109
Kapalak Kızı,Korku,1,0,0,0,3,96.0,0,0,0,1,TME,2018,7,28,Summer,15_temmuz,1,7,0,109256,11.60144903135826
Alem-i Cin,Korku,1,0,0,1,4,93.0,0,0,0,1,CGV Mars,2018,2,8,Winter,none,0,9,0,107973,11.589636474851147
Loving Vincent,"Animasyon, Biyografi",2,0,1,0,2,94.0,0,1,1,0,CGV Mars,2018,12,52,Winter,yilbasi,1,8,0,101931,11.532051392768706
Suyun Sesi,"Macera, Fantastik, Dram",3,0,0,0,0,123.0,1,2,2,0,TME,2018,2,7,Winter,none,0,9,0,99769,11.5106127928043
Kayıp Prenses,"Animasyon, Fantastik",2,0,0,0,2,85.0,0,0,1,0,Bir Film,2018,3,12,Spring,none,0,11,0,100447,11.517385504192315
Gürbüz: Hadi Allah'a Emanet,Komedi,1,0,0,0,3,100.0,0,0,0,1,CGV Mars,2018,8,35,Summer,30_agustos,1,8,0,97059,11.483074320000712
Mutlu Canavar Ailesi,Animasyon,1,0,1,0,2,93.0,0,1,2,0,TME,2018,2,7,Winter,none,0,9,0,97449,11.487084443210405
Karlar Prensi Elliot,Animasyon,1,0,0,0,0,89.0,0,1,1,0,TME,2018,10,42,Fall,none,0,6,0,100169,11.514614038527128
7. Koğuştaki Mucize,Dram,1,0,1,0,3,132.0,1,3,1,1,CJ ENM,2019,10,41,Fall,none,0,8,0,5365822,15.495560137594923
Recep İvedik 6,Komedi,1,1,0,1,0,110.0,1,3,1,1,CJ ENM,2019,11,45,Fall,none,0,7,0,3986797,15.19849870959196
Organize İşler Sazan Sarmalı,"Komedi, Aksiyon",2,0,0,1,2,121.0,1,3,1,1,CJ ENM,2019,2,5,Winter,none,0,8,0,3537429,15.078910750060832
Avengers: Endgame,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,3,182.0,1,3,4,0,UIP,2019,4,17,Spring,23_nisan,1,10,0,2480284,14.723883627713723
Kral Şakir Korsanlar Diyarı,Animasyon,1,0,1,1,0,94.0,1,1,1,1,CJ ENM,2019,10,40,Fall,none,0,8,0,2107865,14.5611861448469
Joker,"Gerilim, Dram, Suç, IMAX",4,0,1,1,4,122.0,1,3,3,0,WB,2019,10,40,Fall,none,0,8,0,1888078,14.451069938393523
Cep Herkülü: Naim Süleymanoğlu,"Dram, Biyografi, Spor",3,0,1,0,0,141.0,0,2,1,1,CGV Mars,2019,11,47,Fall,none,0,7,0,1880959,14.447292311129075
Mucize 2 Aşk,Dram,1,0,0,1,0,129.0,1,2,1,1,CGV Mars,2019,12,49,Winter,none,0,7,0,1900799,14.457784882056048
Hızlı ve Öfkeli: Hobbs ve Shaw,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,3,135.0,1,3,4,0,UIP,2019,8,31,Summer,none,0,7,0,1446121,14.184395357314743
Karlar Ülkesi II,"Macera, Animasyon, 3 Boyutlu",3,1,0,1,0,105.0,1,3,4,0,UIP,2019,11,47,Fall,none,0,7,0,1284552,14.06592057739076
Can Dostlar,"Komedi, Aile",2,0,0,0,0,103.0,0,1,0,1,CJ ENM,2019,1,3,Winter,none,0,15,0,1218809,14.013384710378864
Captain Marvel,"Macera, Aksiyon, 3 Boyutlu, IMAX",4,0,1,1,2,124.0,0,3,4,0,UIP,2019,3,10,Spring,none,0,8,0,1082282,13.89458233289667
Rafadan Tayfa Göbeklitepe,Animasyon,1,0,1,1,0,85.0,1,1,1,1,CGV Mars,2019,12,52,Winter,yilbasi,1,7,0,3444814,15.052380469680587
John Wick 3: Parabellum,"Suç, Aksiyon, IMAX",3,1,0,1,0,130.0,1,3,3,0,ChF,2019,5,20,Spring,19_mayis,1,5,0,944173,13.758064691048943
Örümcek-Adam: Evden Uzakta,"Macera, Komedi, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,2,130.0,1,3,4,0,WB,2019,7,27,Summer,none,0,3,0,942651,13.75645139767329
Çiçero,"Dram, Tarihi, Suç, Biyografi",4,0,1,0,3,120.0,1,2,1,1,CGV Mars,2019,1,3,Winter,none,0,15,0,936601,13.75001264342266
Cinayet Süsü,"Komedi, Suç, Polisiye",3,0,0,0,0,110.0,1,2,1,1,CJ ENM,2019,10,43,Fall,none,0,8,0,824177,13.622140591649384
Aslan Kral,"Macera, Aile, Dram, 3 Boyutlu",4,0,1,1,0,118.0,1,3,4,0,UIP,2019,7,29,Summer,none,0,3,0,768340,13.55198762249672
Oyuncak Hikayesi 4,"Animasyon, 3 Boyutlu, IMAX",3,1,0,1,0,99.0,0,3,4,0,UIP,2019,6,25,Summer,none,0,5,0,714390,13.4791843106861
Karakomik Filmler,Komedi,1,0,0,0,3,123.0,1,3,1,1,UIP,2019,10,42,Fall,none,0,8,0,700519,13.45957676787459
Ejderhanı Nasıl Eğitirsin 3: Gizli Dünya,"Animasyon, 3 Boyutlu",2,1,1,1,2,104.0,1,2,3,0,UIP,2019,1,4,Winter,none,0,15,0,695841,13.452876464942412
Ralph ve İnternet - Oyunbozan Ralph 2,Animasyon,1,1,0,1,2,112.0,1,2,4,0,UIP,2019,1,2,Winter,none,0,15,0,687209,13.440393746190404
Öldür Beni Sevgilim,Romantik-Komedi,1,0,0,0,2,104.0,1,2,1,1,CJ ENM,2019,3,9,Spring,none,0,8,0,669919,13.414912088536308
Türk İşi Dondurma,"Dram, Tarihi, Savaş",3,0,1,0,3,120.0,1,2,1,1,CGV Mars,2019,3,11,Spring,none,0,8,0,571758,13.256471103916564
Aykut Enişte,"Komedi, Aile",2,0,0,0,2,114.0,0,2,1,1,CJ ENM,2019,5,21,Spring,none,0,5,0,567380,13.248784552233706
Hep Yek 3 Titrettin Beni,Komedi,1,0,0,1,0,91.0,1,1,0,1,CGV Mars,2019,2,7,Winter,none,0,8,0,526828,13.17462939853978
Bir Aşk İki Hayat,Dram,1,0,1,0,2,111.0,1,3,1,1,CJ ENM,2019,2,7,Winter,none,0,8,0,523231,13.167778328134396
Enes Batur Gerçek Kahraman,Komedi,1,0,1,1,2,99.0,1,2,1,1,CGV Mars,2019,5,22,Spring,none,0,5,0,520826,13.16317129182546
Siccin 6,Korku,1,1,0,1,4,95.0,1,0,0,1,TME,2019,8,32,Summer,none,0,7,0,451410,13.020131296421033
O Bölüm 2,"Korku, 3 Boyutlu, IMAX",3,1,1,1,0,169.0,1,3,3,0,WB,2019,9,36,Fall,none,0,5,0,404106,12.909432498766286
Bir Zamanlar... Hollywood'da,"Gerilim, Dram, Suç",3,0,1,0,4,162.0,1,3,3,0,WB,2019,8,34,Summer,none,0,7,0,386909,12.865944802242812
Evcil Hayvanların Gizli Yaşamı 2,"Animasyon, 3 Boyutlu",2,1,0,1,1,87.0,1,2,3,0,UIP,2019,6,23,Summer,ramazan_bayrami,1,5,0,375793,12.8367937388588
Aman Reis Duymasın,Komedi,1,0,1,1,0,99.0,1,2,1,1,TME,2019,12,50,Winter,none,0,7,0,404996,12.911632469496691
Hababam Sınıfı Yeniden,Komedi,1,0,1,1,2,106.0,0,2,1,1,CGV Mars,2019,4,14,Spring,none,0,10,0,367522,12.814538459788832
X-Men: Dark Phoenix,"Bilim-Kurgu, Aksiyon",2,0,1,1,3,114.0,0,3,4,0,TME,2019,6,23,Summer,ramazan_bayrami,1,5,0,344951,12.75115765694092
Aladdin,"Macera, Aile, Fantastik, 3 Boyutlu",4,0,1,1,1,129.0,1,3,4,0,UIP,2019,5,21,Spring,none,0,5,0,330125,12.707226649599434
Star Wars: Skywalker'ın Yükselişi,"Bilim-Kurgu, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,0,1,0,142.0,1,3,4,0,UIP,2019,12,51,Winter,none,0,7,0,378548,12.844098160199572
Shazam! 6 Güç,"Macera, Fantastik, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,3,132.0,1,2,3,0,WB,2019,4,14,Spring,none,0,10,0,295920,12.597844426506336
Annabelle 3,Korku,1,1,0,1,0,106.0,0,2,2,0,WB,2019,6,26,Summer,none,0,5,0,292248,12.585358035854952
Mucizeler Parkı,"Macera, Komedi, Animasyon",3,0,0,0,0,86.0,0,2,3,0,UIP,2019,3,11,Spring,none,0,8,0,291840,12.583960985868105
Glass,Gerilim,1,0,0,1,0,129.0,1,3,2,0,UIP,2019,1,3,Winter,none,0,15,0,287774,12.569930728840207
Lego Filmi 2,"Animasyon, 3 Boyutlu",2,1,1,1,1,106.0,1,3,3,0,WB,2019,2,6,Winter,none,0,8,0,279562,12.540979371664774
Jumanji: Yeni Seviye,"Macera, Komedi, Aksiyon, 3 Boyutlu",4,0,1,1,3,123.0,1,3,3,0,WB,2019,12,50,Winter,none,0,7,0,308114,12.63822512334468
Sar Başa,Komedi,1,0,0,0,2,100.0,1,3,3,1,TME,2019,8,34,Summer,none,0,7,0,266041,12.491405711224552
Alita: Savaş Meleği,"Macera, Bilim-Kurgu, Aksiyon, IMAX, Romantik",5,0,1,0,0,122.0,1,2,4,0,TME,2019,2,7,Winter,none,0,8,0,258945,12.46437096291876
Angry Birds Filmi 2,"Animasyon, 3 Boyutlu",2,1,1,1,0,97.0,1,2,3,0,WB,2019,8,33,Summer,none,0,7,0,259762,12.467521106161932
Maşa ile Koca Ayı: Yepyeni Maceralar,"Animasyon, Aile",2,0,1,1,0,67.0,1,1,1,0,CGV Mars,2019,1,1,Winter,yilbasi,1,15,0,256797,12.456041168486715
Malefiz: Kötülüğün Gücü,"Macera, Fantastik",2,0,1,1,3,118.0,1,3,4,0,UIP,2019,10,42,Fall,none,0,8,0,248989,12.425163997764198
Hayvan Mezarlığı,Korku,1,0,1,1,0,98.0,0,2,2,0,UIP,2019,4,14,Spring,none,0,10,0,245309,12.41027391934116
Borç Harç,Komedi,1,0,0,0,2,90.0,0,2,1,1,TME,2019,1,3,Winter,none,0,15,0,233130,12.359351516871396
Masal Şatosu - Sihirli Davet,Aile,1,0,0,0,0,104.0,0,0,0,1,CGV Mars,2019,8,35,Summer,30_agustos,1,7,0,229982,12.345756323973225
Üç Harfliler: Adak,Korku,1,0,0,1,0,91.0,1,1,1,1,TME,2019,1,3,Winter,none,0,15,0,219898,12.300919081458291
Yıldızlara Doğru,"Macera, Gerilim, Bilim-Kurgu, Gizem",4,0,0,0,2,124.0,0,3,3,0,TME,2019,9,38,Fall,none,0,5,0,208910,12.249658816193095
Karlar Kraliçesi 4: Sihirli Ayna,"Animasyon, 3 Boyutlu",2,1,1,1,1,80.0,1,1,2,0,CGV Mars,2019,2,8,Winter,none,0,8,0,204832,12.22994540994173
Bulmaca Kulesi: Dev Kuşun Gizemi,Animasyon,1,0,0,0,0,75.0,0,0,1,1,CGV Mars,2019,10,43,Fall,none,0,8,0,196668,12.189272306851828
Annem,Dram,1,0,0,0,2,110.0,0,2,1,1,CGV Mars,2019,9,38,Fall,none,0,5,0,189459,12.151927921256618
Baba Parası,Komedi,1,0,0,0,0,116.0,1,3,2,1,CJ ENM,2019,1,1,Winter,yilbasi,1,15,0,1872347,14.442703282089894
Geniş Aile Komşu Kızı,Komedi,1,0,1,1,2,104.0,1,2,1,1,CJ ENM,2019,8,31,Summer,none,0,7,0,169565,12.04099161311862
Elektrik Savaşları,"Dram, Tarihi, Biyografi",3,0,0,0,2,107.0,0,3,2,0,Bir Film,2019,9,37,Fall,none,0,5,0,169553,12.040920841292856
Godzilla II: Canavarlar Kralı,"Macera, Bilim-Kurgu, Aksiyon, 3 Boyutlu, IMAX",5,0,1,1,3,132.0,0,3,4,0,WB,2019,5,22,Spring,none,0,5,0,166383,12.022047638688663
Fırıncının Karısı,Komedi,1,0,0,0,2,91.0,0,2,1,1,CJ ENM,2019,9,39,Fall,none,0,5,0,164500,12.010665849187564
Pokémon Dedektif Pikachu,"Animasyon, Aile, Fantastik, 3 Boyutlu",4,0,1,1,2,105.0,0,3,3,0,WB,2019,5,19,Spring,none,0,5,0,164047,12.007908251114449
Siyah Giyen Adamlar: Global Tehdit,"Komedi, Bilim-Kurgu, Aksiyon",3,0,1,1,2,115.0,1,3,3,0,WB,2019,6,24,Summer,none,0,5,0,152980,11.938062472875856
Dumbo,"Macera, Aile, Fantastik, 3 Boyutlu",4,0,1,1,1,112.0,1,3,4,0,UIP,2019,4,14,Spring,none,0,10,0,151165,11.926127234450115
Büyük Macera,"Macera, Animasyon, Aile, 3 Boyutlu",4,0,0,0,0,75.0,0,1,2,0,CGV Mars,2019,4,15,Spring,none,0,10,0,147659,11.902660840275448
Kuklalı Köşk,"Komedi, Animasyon, Aile",3,0,0,0,0,80.0,0,0,0,1,Bir Film,2019,4,16,Spring,none,0,10,0,149329,11.913907204450844
Robin Hood,Macera,1,0,1,0,0,116.0,0,2,3,0,TME,2019,1,2,Winter,none,0,15,0,144689,11.882341890379578
Ölüm Günün Kutlu Olsun 2,"Korku, Gerilim, Gizem",3,1,0,1,3,100.0,1,1,1,0,UIP,2019,2,8,Winter,none,0,8,0,137211,11.829275165987198
Kırk Yalan,Komedi,1,0,0,0,3,97.0,1,2,1,1,CJ ENM,2019,12,51,Winter,none,0,7,0,143746,11.875803132185489
Addams Ailesi,"Komedi, Animasyon, Aile, 3 Boyutlu",4,0,1,1,0,86.0,1,3,2,0,UIP,2019,12,49,Winter,none,0,7,0,132798,11.7965844556701
Hellboy,"Macera, Fantastik, Aksiyon, IMAX",4,0,1,1,0,121.0,1,2,2,0,CGV Mars,2019,4,15,Spring,none,0,10,0,131379,11.785841554908895
Ölümcül Labirent,"Korku, Gerilim",2,0,0,0,0,98.0,1,1,1,0,WB,2019,1,5,Winter,none,0,15,0,117021,11.670108684853483
Charlie'nin Melekleri,"Macera, Komedi, Aksiyon",3,0,1,1,3,119.0,1,2,2,0,WB,2019,11,48,Fall,none,0,7,0,109432,11.60305863076928
Güzelliğin Portresi,"Gerilim, Dram",2,0,0,0,4,127.0,0,1,1,1,CJ ENM,2019,12,50,Winter,none,0,7,0,109438,11.603113457835589
Yeti Efsanesi,"Animasyon, 3 Boyutlu",2,0,0,0,1,92.0,1,1,3,0,UIP,2019,9,39,Fall,none,0,5,0,108504,11.594542317642553
Araf 2,Korku,1,1,0,1,3,84.0,1,1,1,1,Bir Film,2019,1,1,Winter,yilbasi,1,15,0,108451,11.594053737051604
Asfaltın Kralları,"Dram, Biyografi, Aksiyon",3,0,0,0,0,152.0,1,3,3,0,TME,2019,11,46,Fall,none,0,7,0,106680,11.577588978295951
Anna,"Gerilim, Aksiyon",2,0,0,0,0,118.0,1,2,2,0,Bir Film,2019,6,25,Summer,none,0,5,0,105611,11.567517811495994
İkizler Projesi,"Bilim-Kurgu, Dram, Aksiyon, 3 Boyutlu",4,0,0,0,3,117.0,1,3,3,0,UIP,2019,10,41,Fall,none,0,8,0,104855,11.56033372236522
Creed II: Efsane Yükseliyor,"Dram, Spor, Aksiyon",3,0,1,1,3,130.0,0,3,2,0,WB,2019,1,2,Winter,none,0,15,0,104513,11.557066744563604
Terminatör: Kara Kader,"Macera, Bilim-Kurgu, Aksiyon",3,0,1,1,0,128.0,1,3,4,0,TME,2019,11,44,Fall,29_ekim,1,7,0,104175,11.553827456290652
Deli ve Dahi,"Dram, Biyografi, Gizem",3,0,1,0,3,122.0,0,3,2,0,CGV Mars,2019,3,13,Spring,none,0,8,0,103731,11.549556288792015
Ölümcül Sular,Korku,1,0,0,0,0,87.0,1,1,2,0,UIP,2019,7,28,Summer,15_temmuz,1,3,0,103575,11.548051266945604
Aslı Gibidir,Komedi,1,0,0,0,2,96.0,0,1,0,1,CGV Mars,2019,1,4,Winter,none,0,15,0,102517,11.53778391746694
Hareket Sekiz,"Komedi, Aksiyon",2,0,0,0,2,106.0,0,2,1,1,CGV Mars,2019,10,40,Fall,none,0,8,0,100551,11.51842034045219
Parazit,"Gerilim, Komedi, Dram",3,0,0,0,0,132.0,1,1,2,0,Bir Film,2019,11,44,Fall,29_ekim,1,7,0,428831,12.968818180901708
Lanetli Gözyaşları,"Korku, Gerilim, Gizem",3,0,0,0,0,93.0,0,0,0,0,WB,2019,4,16,Spring,none,0,10,0,97160,11.48411438311611
Ayı Kardeşler: Zamanda Yolculuk,Animasyon,1,0,1,1,0,84.0,1,0,2,0,Bir Film,2019,11,46,Fall,none,0,7,0,100942,11.522301373448707
Sir-Ayet,Korku,1,0,0,0,3,91.0,0,0,0,1,CGV Mars,2019,2,6,Winter,none,0,8,0,89994,11.407498280423416
After,"Dram, Romantik",2,0,1,0,0,103.0,0,1,2,0,ChF,2019,4,15,Spring,none,0,10,0,87377,11.377987369116775
Corgi,"Animasyon, 3 Boyutlu",2,0,0,0,0,86.0,1,1,2,0,CGV Mars,2019,4,17,Spring,23_nisan,1,10,0,87329,11.377437874523483
Dora ve Kayıp Altın Şehri,"Macera, Aile, Aksiyon",3,0,1,1,1,102.0,1,2,2,0,UIP,2019,8,32,Summer,none,0,7,0,85387,11.35494914336493
Biz,"Korku, Gerilim",2,0,0,0,0,116.0,1,2,2,0,UIP,2019,3,12,Spring,none,0,8,0,83957,11.338060041995572
Kadavra,"Korku, Gizem",2,0,0,0,0,86.0,0,1,1,0,WB,2019,3,11,Spring,none,0,8,0,80876,11.300672396487192
Kaçış Planı 3,"Gerilim, Aksiyon",2,1,0,1,0,97.0,0,2,1,0,CGV Mars,2019,7,28,Summer,15_temmuz,1,3,0,80065,11.290594083756575
Uçan Halı ve Kayıp Elmas,"Animasyon, Aile",2,0,0,0,1,81.0,0,0,1,0,Bir Film,2019,1,3,Winter,none,0,15,0,83091,11.32769167172922
Kartopu Savaşları 2,Animasyon,1,1,0,1,0,90.0,1,0,1,0,CGV Mars,2019,3,10,Spring,none,0,8,0,73330,11.202725081087843
